date,race_id
20230105,202307010107
20230105,202307010108
20230105,202307010109
20230105,202306010104
20230105,202307010106
20230105,202306010109
20230105,202306010110
20230105,202307010105
20230105,202306010111
20230105,202307010101
20230105,202307010103
20230105,202306010107
20230105,202306010102
20230105,202307010111
20230105,202306010101
20230105,202306010103
20230105,202307010112
20230105,202306010106
20230105,202306010112
20230105,202307010110
20230105,202306010108
20230105,202307010104
20230105,202307010102
20230105,202306010105
20230107,202307010201
20230107,202306010206
20230107,202307010203
20230107,202306010201
20230107,202307010206
20230107,202306010205
20230107,202307010205
20230107,202306010202
20230107,202306010207
20230107,202306010211
20230107,202307010202
20230107,202307010208
20230107,202306010208
20230107,202307010204
20230107,202306010204
20230107,202307010209
20230107,202307010210
20230107,202307010211
20230107,202306010203
20230107,202306010212
20230107,202307010207
20230107,202306010209
20230107,202307010212
20230107,202306010210
20230108,202306010311
20230108,202306010308
20230108,202307010301
20230108,202306010305
20230108,202307010302
20230108,202307010311
20230108,202306010304
20230108,202306010307
20230108,202307010309
20230108,202306010309
20230108,202307010310
20230108,202306010312
20230108,202306010303
20230108,202307010303
20230108,202307010312
20230108,202306010306
20230108,202307010307
20230108,202307010308
20230108,202307010305
20230108,202306010302
20230108,202306010310
20230108,202306010301
20230108,202307010306
20230108,202307010304
20230109,202306010409
20230109,202307010403
20230109,202307010411
20230109,202307010401
20230109,202306010411
20230109,202307010412
20230109,202306010402
20230109,202306010408
20230109,202307010409
20230109,202306010407
20230109,202306010403
20230109,202307010410
20230109,202307010404
20230109,202306010404
20230109,202307010407
20230109,202307010408
20230109,202306010401
20230109,202306010405
20230109,202306010410
20230109,202307010402
20230109,202307010405
20230109,202306010406
20230109,202307010406
20230109,202306010412
20230114,202306010504
20230114,202306010511
20230114,202306010503
20230114,202307010503
20230114,202306010502
20230114,202310010111
20230114,202310010102
20230114,202310010107
20230114,202306010509
20230114,202307010508
20230114,202310010112
20230114,202307010511
20230114,202310010108
20230114,202306010501
20230114,202306010505
20230114,202307010510
20230114,202306010512
20230114,202307010504
20230114,202310010101
20230114,202310010104
20230114,202307010509
20230114,202310010109
20230114,202307010507
20230114,202310010110
20230114,202310010103
20230114,202306010506
20230114,202307010505
20230114,202307010512
20230114,202307010502
20230114,202310010106
20230114,202307010506
20230114,202306010507
20230114,202310010105
20230114,202307010501
20230114,202306010510
20230114,202306010508
20230115,202310010204
20230115,202306010609
20230115,202310010203
20230115,202310010209
20230115,202307010605
20230115,202307010610
20230115,202306010610
20230115,202306010601
20230115,202310010206
20230115,202306010602
20230115,202307010608
20230115,202310010208
20230115,202307010603
20230115,202307010606
20230115,202306010612
20230115,202310010207
20230115,202310010212
20230115,202307010601
20230115,202310010201
20230115,202310010210
20230115,202306010608
20230115,202310010205
20230115,202306010605
20230115,202306010604
20230115,202307010602
20230115,202306010606
20230115,202306010611
20230115,202306010603
20230115,202307010609
20230115,202310010211
20230115,202307010607
20230115,202306010607
20230115,202307010604
20230115,202307010611
20230115,202307010612
20230115,202310010202
20230121,202310010308
20230121,202306010708
20230121,202307010712
20230121,202306010707
20230121,202306010703
20230121,202307010709
20230121,202307010711
20230121,202310010310
20230121,202307010702
20230121,202307010704
20230121,202307010706
20230121,202310010305
20230121,202310010306
20230121,202306010712
20230121,202306010711
20230121,202307010703
20230121,202307010707
20230121,202306010701
20230121,202306010706
20230121,202307010701
20230121,202310010309
20230121,202306010709
20230121,202310010312
20230121,202310010303
20230121,202306010705
20230121,202310010301
20230121,202307010705
20230121,202306010702
20230121,202310010307
20230121,202306010704
20230121,202306010710
20230121,202310010302
20230121,202310010311
20230121,202307010708
20230121,202310010304
20230121,202307010710
20230122,202307010802
20230122,202306010804
20230122,202307010811
20230122,202307010805
20230122,202307010810
20230122,202310010410
20230122,202306010807
20230122,202310010406
20230122,202306010802
20230122,202310010402
20230122,202306010806
20230122,202306010809
20230122,202306010805
20230122,202307010807
20230122,202310010408
20230122,202310010404
20230122,202306010811
20230122,202307010804
20230122,202306010803
20230122,202306010810
20230122,202306010808
20230122,202307010808
20230122,202310010409
20230122,202307010809
20230122,202307010801
20230122,202310010411
20230122,202310010401
20230122,202310010405
20230122,202307010803
20230122,202310010403
20230122,202307010806
20230122,202306010812
20230122,202306010801
20230122,202307010812
20230122,202310010412
20230122,202310010407
20230128,202305010106
20230128,202307010905
20230128,202305010108
20230128,202305010104
20230128,202310010512
20230128,202305010111
20230128,202310010509
20230128,202307010906
20230128,202310010511
20230128,202307010912
20230128,202307010901
20230128,202307010902
20230128,202305010109
20230128,202310010501
20230128,202310010506
20230128,202310010508
20230128,202307010903
20230128,202305010107
20230128,202307010908
20230128,202310010505
20230128,202310010504
20230128,202307010911
20230128,202307010904
20230128,202305010112
20230128,202305010110
20230128,202307010907
20230128,202310010507
20230128,202307010909
20230128,202305010103
20230128,202310010502
20230128,202310010510
20230128,202310010503
20230128,202305010102
20230128,202305010101
20230128,202307010910
20230128,202305010105
20230129,202307011009
20230129,202305010211
20230129,202307011005
20230129,202307011011
20230129,202307011008
20230129,202305010208
20230129,202310010602
20230129,202305010210
20230129,202310010601
20230129,202305010203
20230129,202310010603
20230129,202307011002
20230129,202305010206
20230129,202305010201
20230129,202305010205
20230129,202310010608
20230129,202310010604
20230129,202305010202
20230129,202310010611
20230129,202307011003
20230129,202307011004
20230129,202307011010
20230129,202310010607
20230129,202310010612
20230129,202310010605
20230129,202307011007
20230129,202305010207
20230129,202305010212
20230129,202305010204
20230129,202307011006
20230129,202305010209
20230129,202310010609
20230129,202307011001
20230129,202307011012
20230129,202310010610
20230129,202310010606
20230204,202305010306
20230204,202305010308
20230204,202305010302
20230204,202305010305
20230204,202310010705
20230204,202307011106
20230204,202310010701
20230204,202305010307
20230204,202305010311
20230204,202307011112
20230204,202307011101
20230204,202307011105
20230204,202310010703
20230204,202307011110
20230204,202305010309
20230204,202307011107
20230204,202310010712
20230204,202310010707
20230204,202310010704
20230204,202310010711
20230204,202305010303
20230204,202307011102
20230204,202307011103
20230204,202307011111
20230204,202305010304
20230204,202310010710
20230204,202307011104
20230204,202305010312
20230204,202307011108
20230204,202310010709
20230204,202305010310
20230204,202307011109
20230204,202310010706
20230204,202310010708
20230204,202310010702
20230204,202305010301
20230205,202305010404
20230205,202307011201
20230205,202307011206
20230205,202307011209
20230205,202305010411
20230205,202310010812
20230205,202310010811
20230205,202307011204
20230205,202307011202
20230205,202307011207
20230205,202310010803
20230205,202305010402
20230205,202307011205
20230205,202307011208
20230205,202305010401
20230205,202307011212
20230205,202305010403
20230205,202305010410
20230205,202307011210
20230205,202305010405
20230205,202305010406
20230205,202307011211
20230205,202310010807
20230205,202310010806
20230205,202310010801
20230205,202310010802
20230205,202305010407
20230205,202305010412
20230205,202310010808
20230205,202310010809
20230205,202310010805
20230205,202305010409
20230205,202310010810
20230205,202310010804
20230205,202307011203
20230205,202305010408
20230211,202309010112
20230211,202309010106
20230211,202310020110
20230211,202305010502
20230211,202310020109
20230211,202310020106
20230211,202310020105
20230211,202309010110
20230211,202309010111
20230211,202305010503
20230211,202309010108
20230211,202310020107
20230211,202310020111
20230211,202309010109
20230211,202310020101
20230211,202305010506
20230211,202309010102
20230211,202305010504
20230211,202310020102
20230211,202305010512
20230211,202305010508
20230211,202309010107
20230211,202305010510
20230211,202310020108
20230211,202310020112
20230211,202305010511
20230211,202305010509
20230211,202305010507
20230211,202309010104
20230211,202305010501
20230211,202309010101
20230211,202310020104
20230211,202309010103
20230211,202305010505
20230211,202310020103
20230211,202309010105
20230212,202309010203
20230212,202309010201
20230212,202310020206
20230212,202309010206
20230212,202305010609
20230212,202305010604
20230212,202309010211
20230212,202310020210
20230212,202309010209
20230212,202309010210
20230212,202309010208
20230212,202309010207
20230212,202310020203
20230212,202310020202
20230212,202310020204
20230212,202310020208
20230212,202309010212
20230212,202309010202
20230212,202305010608
20230212,202310020201
20230212,202305010603
20230212,202305010605
20230212,202310020212
20230212,202309010204
20230212,202305010602
